traffic_volume_type,traffic_light,time_of_day,direction,weather,total_vehicles,car,person,truck,bicycle,bus,motorcycle,date,time
heavy,Red,morning,East,Clear,20,16,3,1,0,0,0,30-09-2024,0:00
light,Green,morning,North,Snowy,2,2,0,0,0,0,0,15-10-2024,5:30
moderate,Yellow,evening,South,Snowy,10,9,0,1,0,0,0,2/10/2024,13:05
moderate,Yellow,evening,East,Foggy,14,13,1,0,0,0,0,5/10/2024,7:25
light,Green,night,North,Snowy,4,4,0,0,0,0,0,14-10-2024,3:00
light,Green,evening,South,Snowy,4,3,0,1,0,0,0,9/10/2024,13:00
light,Green,night,West,Rainy,7,6,0,0,0,1,0,18-10-2024,8:35
light,Green,evening,West,Clear,7,7,0,0,0,0,0,14-10-2024,16:40
light,Green,evening,West,Foggy,7,6,1,0,0,0,0,6/10/2024,0:25
light,Green,morning,West,Clear,3,3,0,0,0,0,0,19-10-2024,10:05
moderate,Yellow,evening,East,Foggy,14,13,0,1,0,0,0,5/10/2024,2:15
moderate,Yellow,morning,South,Foggy,12,5,4,0,1,0,0,3/10/2024,15:40
light,Green,afternoon,East,Rainy,7,5,2,0,0,0,0,17-10-2024,4:10
moderate,Yellow,night,West,Rainy,13,11,0,0,0,2,0,4/10/2024,22:20
light,Green,evening,East,Rainy,6,5,1,0,0,0,0,17-10-2024,4:35
moderate,Yellow,afternoon,North,Snowy,12,10,2,0,0,0,0,6/10/2024,8:35
moderate,Red,morning,North,Foggy,19,12,4,1,1,1,0,30-09-2024,0:55
light,Green,morning,East,Rainy,8,5,2,0,0,1,0,17-10-2024,12:30
moderate,Yellow,afternoon,East,Foggy,15,11,3,0,0,1,0,4/10/2024,16:10
light,Green,night,North,Foggy,6,6,0,0,0,0,0,16-10-2024,8:35
light,Green,afternoon,East,Clear,2,1,0,0,0,1,0,13-10-2024,22:35
moderate,Yellow,evening,East,Snowy,16,15,0,0,0,1,0,13-10-2024,13:40
light,Green,evening,East,Clear,5,3,0,0,0,2,0,17-10-2024,17:00
moderate,Yellow,night,East,Clear,15,10,3,0,0,2,0,1/10/2024,19:50
light,Green,afternoon,North,Foggy,6,6,0,0,0,0,0,4/10/2024,13:55
light,Red,morning,South,Clear,6,4,2,0,0,0,0,7/10/2024,7:35
heavy,Red,afternoon,West,Snowy,20,11,7,0,0,2,0,2/10/2024,6:20
heavy,Red,afternoon,North,Clear,20,12,7,0,0,1,0,2/10/2024,9:50
heavy,Red,afternoon,West,Rainy,21,15,3,1,0,2,0,1/10/2024,9:40
light,Green,night,South,Clear,7,5,1,0,0,1,0,17-10-2024,2:55
moderate,Yellow,morning,South,Foggy,11,9,1,0,0,1,0,13-10-2024,7:05
moderate,Yellow,evening,West,Clear,12,10,0,0,0,2,0,6/10/2024,9:50
light,Green,evening,East,Rainy,8,7,0,0,0,1,0,17-10-2024,2:05
moderate,Yellow,evening,North,Clear,10,7,2,1,0,0,0,2/10/2024,11:20
moderate,Yellow,night,North,Clear,11,9,2,0,0,0,0,6/10/2024,4:10
light,Green,morning,West,Foggy,5,5,0,0,0,0,0,16-10-2024,2:10
heavy,Red,morning,North,Foggy,20,13,6,0,0,1,0,1/10/2024,1:45
light,Green,morning,North,Snowy,9,7,0,1,0,1,0,19-10-2024,12:35
moderate,Yellow,afternoon,West,Snowy,12,11,0,1,0,0,0,8/10/2024,13:10
light,Green,evening,North,Rainy,8,7,0,0,0,1,0,4/10/2024,4:20
light,Green,morning,North,Rainy,7,7,0,0,0,0,0,14-10-2024,1:10
moderate,Yellow,evening,South,Foggy,14,10,0,2,0,2,0,8/10/2024,21:05
heavy,Red,afternoon,East,Rainy,22,14,7,0,0,1,0,1/10/2024,2:15
moderate,Red,morning,West,Foggy,14,12,2,0,0,0,0,30-09-2024,23:35
heavy,Red,night,South,Snowy,20,12,6,0,0,2,0,1/10/2024,0:40
light,Green,afternoon,North,Foggy,8,7,0,1,0,0,0,18-10-2024,3:30
moderate,Yellow,evening,East,Rainy,12,11,1,0,0,0,0,1/10/2024,7:20
light,Green,morning,East,Snowy,7,4,1,0,0,1,0,4/10/2024,6:00
heavy,Red,evening,South,Rainy,21,14,6,0,0,1,0,1/10/2024,7:30
moderate,Yellow,evening,West,Rainy,15,15,0,0,0,0,0,8/10/2024,6:10
heavy,Red,morning,East,Snowy,20,14,4,0,0,2,0,2/10/2024,10:05
light,Green,night,East,Snowy,6,6,0,0,0,0,0,6/10/2024,13:45
heavy,Red,morning,West,Snowy,20,14,4,1,0,1,0,1/10/2024,9:25
light,Green,afternoon,North,Foggy,3,2,0,0,0,1,0,17-10-2024,14:30
light,Green,evening,East,Snowy,2,1,0,0,0,1,0,7/10/2024,13:45
light,Green,night,North,Clear,6,6,0,0,0,0,0,13-10-2024,21:05
heavy,Red,afternoon,West,Clear,20,11,8,0,0,1,0,1/10/2024,1:15
light,Red,afternoon,East,Foggy,5,4,1,0,0,0,0,7/10/2024,7:00
moderate,Red,afternoon,West,Snowy,15,11,1,0,2,1,0,30-09-2024,7:55
heavy,Red,morning,West,Snowy,20,14,4,1,0,1,0,1/10/2024,9:25
moderate,Yellow,morning,West,Rainy,14,11,1,1,0,1,0,30-09-2024,14:50
moderate,Yellow,afternoon,West,Foggy,15,11,3,0,0,1,0,2/10/2024,7:10
heavy,Red,morning,South,Rainy,20,12,5,0,0,3,0,2/10/2024,5:35
moderate,Yellow,night,West,Clear,16,13,1,0,1,1,0,30-09-2024,4:10
moderate,Red,afternoon,South,Clear,12,10,1,0,0,1,0,6/10/2024,13:10
light,Green,night,West,Foggy,7,7,0,0,0,0,0,9/10/2024,21:05
moderate,Yellow,afternoon,South,Foggy,17,13,2,0,0,2,0,1/10/2024,10:55
moderate,Yellow,morning,North,Snowy,15,15,0,0,0,0,0,8/10/2024,2:35
moderate,Yellow,afternoon,North,Foggy,14,11,0,2,0,1,0,11/10/2024,2:20
moderate,Yellow,afternoon,North,Snowy,12,12,0,0,0,0,0,8/10/2024,19:05
moderate,Yellow,night,East,Foggy,17,16,0,1,0,0,0,11/10/2024,10:05
light,Green,afternoon,South,Foggy,6,6,0,0,0,0,0,7/10/2024,4:50
heavy,Red,night,South,Foggy,20,18,0,1,0,1,0,13-10-2024,9:55
moderate,Yellow,afternoon,West,Snowy,12,9,1,0,0,1,0,5/10/2024,18:55
light,Green,night,West,Foggy,2,2,0,0,0,0,0,15-10-2024,13:45
light,Green,morning,North,Foggy,4,2,2,0,0,0,0,17-10-2024,11:15
moderate,Yellow,night,West,Snowy,12,12,0,0,0,0,0,19-10-2024,1:25
light,Green,afternoon,West,Rainy,0,0,0,0,0,0,0,15-10-2024,18:30
light,Red,morning,North,Clear,5,3,1,0,0,1,0,6/10/2024,14:20
light,Green,night,South,Clear,7,6,1,0,0,0,0,3/10/2024,0:35
moderate,Red,evening,North,Clear,14,11,0,0,1,2,0,30-09-2024,6:45
light,Green,afternoon,North,Foggy,9,8,0,1,0,0,0,16-10-2024,9:35
heavy,Red,night,East,Foggy,21,16,4,0,0,1,0,1/10/2024,4:50
light,Green,evening,West,Snowy,8,6,0,0,0,0,0,3/10/2024,16:50
moderate,Yellow,night,West,Clear,11,9,1,1,0,0,0,5/10/2024,9:25
moderate,Red,morning,North,Clear,12,8,3,0,0,1,0,30-09-2024,16:05
light,Green,evening,North,Clear,4,4,0,0,0,0,0,15-10-2024,20:25
moderate,Yellow,evening,East,Foggy,14,12,0,0,0,2,0,11/10/2024,12:15
light,Green,morning,South,Rainy,8,7,0,0,0,1,0,5/10/2024,21:45
light,Green,afternoon,North,Foggy,4,4,0,0,0,0,0,3/10/2024,23:30
light,Green,afternoon,East,Rainy,7,5,2,0,0,0,0,17-10-2024,4:10
heavy,Red,afternoon,North,Clear,20,12,7,0,0,1,0,2/10/2024,9:50
light,Green,afternoon,West,Snowy,7,6,0,1,0,0,0,18-10-2024,10:50
moderate,Yellow,afternoon,East,Clear,14,11,0,1,0,2,0,19-10-2024,17:30
moderate,Yellow,night,West,Rainy,11,11,0,0,0,0,0,8/10/2024,8:40
light,Green,night,East,Foggy,8,8,0,0,0,0,0,15-10-2024,1:05
light,Green,night,West,Clear,7,7,0,0,0,0,0,14-10-2024,11:55
heavy,Red,night,South,Snowy,20,14,1,2,0,3,0,5/10/2024,1:30
light,Green,afternoon,South,Clear,8,5,2,0,0,0,0,2/10/2024,21:10
light,Green,night,North,Clear,8,6,1,1,0,0,0,2/10/2024,15:35
moderate,Yellow,afternoon,North,Foggy,14,11,0,2,0,1,0,11/10/2024,2:20
light,Green,morning,South,Clear,7,7,0,0,0,0,0,10/10/2024,5:25
moderate,Red,morning,North,Foggy,17,12,2,2,1,0,0,30-09-2024,0:50
moderate,Yellow,night,South,Clear,10,9,0,0,0,0,0,17-10-2024,20:25
heavy,Red,morning,South,Snowy,20,16,3,0,0,1,0,1/10/2024,6:10
moderate,Yellow,night,East,Clear,10,8,0,2,0,0,0,18-10-2024,20:15
light,Green,morning,North,Snowy,7,6,0,1,0,0,0,19-10-2024,12:30
moderate,Red,afternoon,West,Rainy,17,13,2,0,0,2,0,2/10/2024,5:15
moderate,Yellow,evening,West,Snowy,13,13,0,0,0,0,0,11/10/2024,23:20
light,Green,night,West,Rainy,6,4,0,1,0,1,0,10/10/2024,14:00
heavy,Red,morning,South,Snowy,20,16,3,0,0,1,0,1/10/2024,6:10
light,Green,afternoon,East,Snowy,3,3,0,0,0,0,0,10/10/2024,4:30
light,Green,morning,East,Rainy,8,7,0,1,0,0,0,19-10-2024,14:35
heavy,Red,night,South,Clear,20,12,7,0,0,1,0,2/10/2024,10:35
light,Red,evening,East,Foggy,4,3,0,0,0,1,0,17-10-2024,1:30
heavy,Red,morning,West,Snowy,20,14,4,1,0,1,0,1/10/2024,9:25
moderate,Red,afternoon,West,Snowy,15,9,5,0,0,1,0,2/10/2024,8:55
light,Green,night,North,Rainy,9,7,0,0,0,0,0,3/10/2024,12:10
moderate,Red,night,South,Clear,11,8,2,1,0,0,0,6/10/2024,4:20
light,Green,afternoon,North,Clear,5,4,0,1,0,0,0,10/10/2024,8:10
heavy,Red,evening,West,Snowy,20,18,1,0,0,1,0,13-10-2024,10:25
heavy,Red,afternoon,West,Clear,20,16,3,0,0,1,0,2/10/2024,7:05
heavy,Red,morning,East,Snowy,20,14,4,0,0,2,0,2/10/2024,10:05
light,Green,night,West,Snowy,6,2,2,1,0,1,0,2/10/2024,16:35
moderate,Yellow,afternoon,North,Snowy,14,13,0,1,0,0,0,11/10/2024,9:40
moderate,Red,evening,East,Foggy,10,8,0,1,0,1,0,19-10-2024,21:05
heavy,Red,afternoon,East,Rainy,21,19,0,1,0,1,0,13-10-2024,10:00
moderate,Yellow,afternoon,South,Snowy,11,11,0,0,0,0,0,8/10/2024,18:10
light,Green,night,South,Snowy,4,2,0,0,0,2,0,6/10/2024,16:55
heavy,Red,evening,North,Snowy,21,13,5,0,1,2,0,1/10/2024,20:10
moderate,Yellow,afternoon,East,Clear,10,10,0,0,0,0,0,8/10/2024,12:20
moderate,Yellow,night,North,Snowy,12,12,0,0,0,0,0,11/10/2024,9:05
light,Green,night,East,Foggy,2,2,0,0,0,0,0,9/10/2024,21:20
heavy,Red,morning,West,Snowy,22,13,4,0,1,4,0,30-09-2024,4:00
heavy,Red,afternoon,North,Clear,20,12,7,0,0,1,0,2/10/2024,9:50
light,Green,night,North,Snowy,8,3,2,0,0,2,1,6/10/2024,17:10
light,Green,evening,West,Clear,9,5,2,0,0,0,0,3/10/2024,16:00
moderate,Yellow,afternoon,North,Clear,17,15,2,0,0,0,0,30-09-2024,20:25
heavy,Red,night,South,Clear,20,12,7,0,0,1,0,2/10/2024,10:35
moderate,Red,afternoon,West,Snowy,15,11,1,0,2,1,0,30-09-2024,7:55
heavy,Red,night,South,Foggy,20,18,0,1,0,1,0,13-10-2024,9:55
moderate,Yellow,morning,East,Snowy,18,12,4,0,0,2,0,2/10/2024,5:45
light,Green,night,West,Snowy,9,9,0,0,0,0,0,16-10-2024,17:15
light,Green,night,West,Foggy,8,8,0,0,0,0,0,18-10-2024,19:05
moderate,Red,evening,South,Clear,12,9,3,0,0,0,0,6/10/2024,4:25
light,Green,night,West,Rainy,9,8,0,0,0,1,0,5/10/2024,18:35
light,Green,afternoon,West,Rainy,6,4,1,1,0,0,0,7/10/2024,8:45
light,Green,evening,North,Clear,4,4,0,0,0,0,0,14-10-2024,1:20
light,Green,night,East,Rainy,8,7,0,1,0,0,0,18-10-2024,9:55
moderate,Yellow,morning,East,Rainy,11,8,0,2,0,0,1,16-10-2024,10:45
light,Green,evening,South,Rainy,5,4,0,1,0,0,0,9/10/2024,18:20
light,Green,evening,South,Foggy,5,4,0,1,0,0,0,16-10-2024,12:00
light,Red,night,North,Snowy,7,4,2,1,0,0,0,7/10/2024,6:50
heavy,Red,afternoon,West,Clear,20,16,3,0,0,1,0,2/10/2024,7:05
moderate,Yellow,night,North,Clear,10,10,0,0,0,0,0,13-10-2024,6:05
moderate,Yellow,afternoon,West,Rainy,16,11,2,2,0,1,0,1/10/2024,10:05
light,Green,night,West,Clear,7,7,0,0,0,0,0,19-10-2024,13:40
moderate,Yellow,afternoon,North,Clear,13,11,0,2,0,0,0,9/10/2024,4:40
heavy,Red,afternoon,South,Clear,21,19,1,0,0,1,0,13-10-2024,11:00
light,Green,morning,West,Clear,5,5,0,0,0,0,0,13-10-2024,21:50
light,Green,morning,East,Snowy,4,4,0,0,0,0,0,15-10-2024,11:20
moderate,Red,night,West,Foggy,15,13,2,0,0,0,0,1/10/2024,23:55
moderate,Yellow,morning,East,Foggy,12,9,0,2,0,0,1,16-10-2024,5:25
moderate,Yellow,night,South,Snowy,13,12,0,1,0,0,0,9/10/2024,11:25
light,Green,evening,South,Clear,6,1,4,1,0,0,0,12/10/2024,12:50
light,Green,afternoon,North,Snowy,7,5,2,0,0,0,0,7/10/2024,11:15
moderate,Yellow,evening,East,Clear,11,9,0,0,0,1,0,17-10-2024,17:30
light,Red,afternoon,North,Rainy,4,3,0,0,0,1,0,17-10-2024,1:15
moderate,Yellow,morning,South,Foggy,12,11,0,0,0,1,0,11/10/2024,18:55
moderate,Yellow,evening,East,Snowy,14,12,0,2,0,0,0,5/10/2024,13:25
heavy,Red,night,South,Clear,20,12,7,0,0,1,0,2/10/2024,10:35
light,Red,night,East,Foggy,4,3,0,0,0,1,0,6/10/2024,14:15
heavy,Red,night,South,Snowy,23,15,6,0,0,2,0,2/10/2024,6:00
moderate,Green,evening,East,Foggy,18,14,2,0,0,1,0,1/10/2024,15:05
light,Green,evening,South,Rainy,6,6,0,0,0,0,0,10/10/2024,6:25
moderate,Red,morning,North,Foggy,17,12,2,2,1,0,0,30-09-2024,0:50
moderate,Yellow,morning,East,Rainy,15,13,0,2,0,0,0,5/10/2024,0:10
moderate,Red,evening,North,Snowy,12,7,2,0,0,3,0,2/10/2024,4:40
light,Green,night,East,Clear,7,7,0,0,0,0,0,4/10/2024,1:20
light,Green,morning,South,Foggy,8,6,0,2,0,0,0,16-10-2024,21:20
light,Green,afternoon,West,Clear,8,8,0,0,0,0,0,18-10-2024,17:50
moderate,Yellow,evening,East,Clear,12,12,0,0,0,0,0,11/10/2024,4:35
light,Green,night,South,Foggy,7,7,0,0,0,0,0,13-10-2024,6:30
light,Green,afternoon,North,Foggy,5,4,0,0,0,1,0,6/10/2024,22:10
light,Green,afternoon,North,Clear,5,5,0,0,0,0,0,6/10/2024,22:45
light,Green,night,East,Clear,9,9,0,0,0,0,0,19-10-2024,12:10
light,Green,afternoon,North,Snowy,4,4,0,0,0,0,0,4/10/2024,8:45
light,Green,evening,East,Foggy,7,6,1,0,0,0,0,7/10/2024,0:40
moderate,Yellow,afternoon,South,Clear,18,12,5,0,0,1,0,2/10/2024,6:15
moderate,Yellow,night,South,Clear,12,12,0,0,0,0,0,19-10-2024,16:10
light,Green,evening,East,Clear,3,2,0,0,0,1,0,10/10/2024,19:00
light,Green,evening,West,Foggy,3,1,0,1,0,1,0,10/10/2024,19:55
moderate,Red,night,South,Foggy,15,12,1,0,1,1,0,30-09-2024,7:00
moderate,Yellow,morning,West,Snowy,17,16,0,1,0,0,0,8/10/2024,9:10
light,Green,morning,East,Snowy,9,7,0,2,0,0,0,16-10-2024,22:25
light,Green,morning,South,Rainy,5,5,0,0,0,0,0,14-10-2024,16:10
moderate,Yellow,night,West,Rainy,17,16,0,0,0,1,0,11/10/2024,23:45
heavy,Red,evening,East,Foggy,23,21,1,0,0,1,0,13-10-2024,10:10
heavy,Red,afternoon,West,Rainy,21,15,3,1,0,2,0,1/10/2024,9:40
moderate,Yellow,night,North,Snowy,15,13,1,0,0,1,0,6/10/2024,12:10
light,Green,evening,West,Foggy,8,7,0,1,0,0,0,18-10-2024,9:50
moderate,Yellow,afternoon,West,Clear,11,11,0,0,0,0,0,11/10/2024,11:25
light,Green,night,East,Rainy,4,4,0,0,0,0,0,10/10/2024,18:15
moderate,Yellow,night,West,Rainy,11,10,1,0,0,0,0,6/10/2024,1:00
light,Green,night,North,Foggy,6,4,0,0,0,2,0,10/10/2024,8:25
light,Green,night,East,Foggy,5,3,1,0,0,1,0,12/10/2024,15:10
moderate,Yellow,evening,East,Foggy,11,11,0,0,0,0,0,5/10/2024,2:35
light,Green,afternoon,East,Snowy,7,7,0,0,0,0,0,18-10-2024,12:15
heavy,Red,morning,West,Foggy,20,16,3,1,0,0,0,30-09-2024,0:05
light,Green,morning,South,Clear,4,4,0,0,0,0,0,13-10-2024,23:55
heavy,Red,morning,South,Snowy,23,14,8,0,0,1,0,1/10/2024,2:05
moderate,Red,night,East,Snowy,11,8,2,0,0,1,0,30-09-2024,21:45
light,Green,morning,East,Rainy,9,9,0,0,0,0,0,13-10-2024,20:05
heavy,Red,night,South,Foggy,20,18,0,1,0,1,0,13-10-2024,9:55
moderate,Yellow,evening,West,Snowy,12,10,2,0,0,0,0,30-09-2024,22:50
moderate,Yellow,morning,East,Clear,15,15,0,0,0,0,0,8/10/2024,4:30
heavy,Red,morning,North,Snowy,21,18,1,1,0,1,0,13-10-2024,10:35
light,Green,morning,North,Foggy,9,7,0,2,0,0,0,16-10-2024,13:05
moderate,Yellow,evening,East,Snowy,15,12,0,3,0,0,0,9/10/2024,6:35
moderate,Yellow,evening,North,Clear,12,9,0,3,0,0,0,9/10/2024,2:00
heavy,Red,night,South,Snowy,23,15,6,0,0,2,0,2/10/2024,6:00
moderate,Yellow,night,North,Snowy,18,10,5,0,0,2,0,1/10/2024,18:25
light,Green,night,East,Snowy,2,1,0,0,0,1,0,4/10/2024,1:55
light,Green,morning,East,Rainy,9,7,0,0,0,0,0,3/10/2024,11:55
heavy,Red,morning,East,Rainy,20,13,6,0,0,1,0,1/10/2024,3:05
light,Green,night,South,Clear,8,7,0,0,0,1,0,2/10/2024,18:45
light,Green,night,East,Snowy,9,8,0,0,0,1,0,5/10/2024,17:55
light,Red,night,West,Snowy,5,3,0,0,0,2,0,17-10-2024,1:35
moderate,Yellow,night,West,Rainy,14,11,3,0,0,0,0,1/10/2024,22:25
moderate,Yellow,afternoon,East,Rainy,10,9,0,1,0,0,0,17-10-2024,23:45
heavy,Red,morning,East,Clear,20,16,3,1,0,0,0,30-09-2024,0:00
light,Green,morning,South,Snowy,3,1,0,1,0,1,0,2/10/2024,14:15
moderate,Yellow,afternoon,North,Snowy,15,8,0,1,0,6,0,30-09-2024,5:10
moderate,Yellow,morning,South,Rainy,15,11,2,0,0,2,0,4/10/2024,16:35
light,Green,night,West,Snowy,4,2,0,0,0,2,0,6/10/2024,16:45
heavy,Red,night,West,Foggy,20,13,5,0,0,2,0,2/10/2024,10:30
moderate,Yellow,afternoon,North,Rainy,14,12,0,2,0,0,0,7/10/2024,20:55
moderate,Red,evening,North,Clear,14,11,0,0,1,2,0,30-09-2024,6:45
heavy,Red,evening,North,Snowy,21,13,5,0,1,2,0,1/10/2024,20:10
moderate,Red,afternoon,East,Foggy,15,11,2,0,0,2,0,2/10/2024,5:00
light,Red,morning,West,Rainy,3,3,0,0,0,0,0,7/10/2024,7:40
heavy,Red,morning,North,Foggy,20,13,6,0,0,1,0,1/10/2024,1:45
light,Green,afternoon,East,Clear,7,7,0,0,0,0,0,7/10/2024,5:05
moderate,Red,night,West,Snowy,12,9,0,3,0,0,0,16-10-2024,12:35
moderate,Yellow,night,East,Clear,14,11,1,0,0,2,0,4/10/2024,21:10
light,Green,night,North,Rainy,9,7,0,0,0,0,0,3/10/2024,12:10
heavy,Red,morning,West,Snowy,22,13,4,0,1,4,0,30-09-2024,4:00
heavy,Red,afternoon,North,Snowy,21,15,4,0,0,2,0,1/10/2024,7:00
moderate,Yellow,morning,South,Clear,16,12,3,0,0,1,0,2/10/2024,7:15
light,Green,afternoon,South,Clear,5,4,1,0,0,0,0,7/10/2024,1:30
light,Green,night,West,Snowy,9,6,2,1,0,0,0,2/10/2024,15:00
moderate,Yellow,morning,North,Snowy,15,12,0,3,0,0,0,7/10/2024,22:05
moderate,Yellow,afternoon,North,Snowy,17,13,2,0,0,1,0,1/10/2024,16:50
light,Green,night,South,Rainy,8,6,1,0,0,1,0,13-10-2024,5:35
heavy,Red,morning,South,Foggy,21,14,5,0,0,2,0,2/10/2024,10:15
heavy,Red,morning,East,Clear,20,16,3,1,0,0,0,30-09-2024,0:00
light,Green,evening,South,Snowy,3,3,0,0,0,0,0,14-10-2024,21:55
moderate,Yellow,evening,East,Foggy,19,12,4,0,0,3,0,2/10/2024,3:35
heavy,Red,night,East,Snowy,21,12,6,0,0,3,0,2/10/2024,9:20
heavy,Red,night,North,Snowy,21,20,0,0,0,1,0,13-10-2024,11:30
moderate,Yellow,morning,South,Clear,14,9,0,1,1,3,0,30-09-2024,6:10
heavy,Red,afternoon,South,Clear,21,19,1,0,0,1,0,13-10-2024,11:00
moderate,Yellow,morning,North,Foggy,13,11,0,0,0,2,0,18-10-2024,1:50
moderate,Red,night,East,Snowy,17,11,2,0,0,3,0,2/10/2024,4:30
moderate,Red,night,North,Snowy,15,11,3,1,0,0,0,2/10/2024,1:00
moderate,Yellow,afternoon,East,Snowy,10,8,0,1,0,1,0,18-10-2024,6:50
heavy,Red,morning,West,Snowy,22,13,4,0,1,4,0,30-09-2024,4:00
light,Green,evening,North,Clear,9,7,1,0,0,1,0,13-10-2024,7:00
moderate,Red,night,South,Foggy,15,11,3,1,0,0,0,2/10/2024,0:50
heavy,Red,morning,North,Snowy,21,18,1,1,0,1,0,13-10-2024,10:35
light,Green,morning,West,Foggy,3,3,0,0,0,0,0,16-10-2024,3:35
light,Green,morning,North,Clear,1,0,0,1,0,0,0,14-10-2024,7:55
moderate,Yellow,night,West,Snowy,14,11,0,3,0,0,0,9/10/2024,10:25
moderate,Yellow,afternoon,East,Rainy,14,11,0,3,0,0,0,9/10/2024,4:35
moderate,Red,night,West,Snowy,12,9,0,3,0,0,0,16-10-2024,12:35
heavy,Red,evening,South,Snowy,21,16,3,2,0,0,0,30-09-2024,3:20
moderate,Red,afternoon,South,Clear,11,10,0,0,0,1,0,6/10/2024,12:50
moderate,Red,evening,North,Snowy,16,12,1,0,0,3,0,2/10/2024,4:20
light,Green,afternoon,East,Clear,7,7,0,0,0,0,0,16-10-2024,19:35
light,Green,morning,South,Foggy,7,6,0,0,0,1,0,14-10-2024,13:30
moderate,Yellow,evening,South,Snowy,13,11,0,1,0,1,0,19-10-2024,2:15
heavy,Red,morning,South,Foggy,21,14,5,0,0,2,0,2/10/2024,10:15
moderate,Red,afternoon,West,Clear,14,11,2,0,0,1,0,30-09-2024,8:10
moderate,Red,afternoon,North,Foggy,15,12,2,0,0,1,0,2/10/2024,8:50
light,Green,afternoon,North,Foggy,8,4,2,0,0,1,0,2/10/2024,21:25
heavy,Red,morning,East,Foggy,21,18,1,1,0,1,0,13-10-2024,11:10
light,Green,evening,North,Snowy,5,4,0,0,0,1,0,6/10/2024,21:00
heavy,Red,night,South,Clear,20,12,7,0,0,1,0,2/10/2024,10:35
moderate,Yellow,morning,North,Rainy,14,12,2,0,0,0,0,2/10/2024,1:45
light,Green,night,East,Foggy,7,4,2,1,0,0,0,6/10/2024,23:10
heavy,Red,evening,West,Snowy,20,18,1,0,0,1,0,13-10-2024,10:25
heavy,Red,evening,South,Clear,20,14,2,0,0,4,0,1/10/2024,10:30
light,Green,night,West,Foggy,6,5,0,0,0,1,0,17-10-2024,8:30
light,Green,night,West,Clear,5,3,0,1,0,1,0,9/10/2024,21:30
light,Green,afternoon,West,Rainy,5,4,0,0,0,1,0,6/10/2024,21:45
heavy,Red,afternoon,West,Foggy,26,18,4,1,0,3,0,1/10/2024,6:45
moderate,Red,night,South,Foggy,15,12,1,0,1,1,0,30-09-2024,7:00
light,Green,afternoon,South,Rainy,7,5,0,0,0,2,0,17-10-2024,1:45
light,Green,afternoon,East,Clear,9,9,0,0,0,0,0,19-10-2024,19:35
light,Red,afternoon,North,Clear,8,5,2,0,0,1,0,17-10-2024,1:00
moderate,Yellow,night,North,Snowy,12,11,1,0,0,0,0,3/10/2024,17:10
heavy,Red,night,North,Foggy,20,13,4,0,0,3,0,1/10/2024,9:10
moderate,Yellow,evening,West,Rainy,13,13,0,0,0,0,0,11/10/2024,20:35
moderate,Yellow,afternoon,South,Foggy,15,14,0,1,0,0,0,13-10-2024,19:35
moderate,Yellow,evening,East,Foggy,10,10,0,0,0,0,0,12/10/2024,22:30
light,Green,afternoon,West,Clear,5,2,2,0,0,1,0,17-10-2024,13:00
light,Red,morning,West,Rainy,3,3,0,0,0,0,0,7/10/2024,7:40
moderate,Red,evening,West,Foggy,14,9,4,1,0,0,0,2/10/2024,0:55
moderate,Yellow,night,East,Clear,18,12,4,0,0,2,0,2/10/2024,3:45
light,Green,morning,East,Snowy,5,2,3,0,0,0,0,7/10/2024,17:25
light,Green,night,North,Clear,8,7,0,1,0,0,0,10/10/2024,5:00
light,Green,evening,West,Snowy,4,4,0,0,0,0,0,10/10/2024,13:20
light,Red,afternoon,North,Rainy,4,3,0,0,0,1,0,17-10-2024,1:15
moderate,Yellow,night,South,Rainy,18,14,4,0,0,0,0,30-09-2024,13:05
heavy,Red,morning,North,Foggy,20,14,5,0,0,1,0,1/10/2024,2:10
heavy,Red,afternoon,West,Clear,20,11,8,0,0,1,0,1/10/2024,1:15
light,Green,evening,South,Clear,5,4,1,0,0,0,0,2/10/2024,23:40
heavy,Red,afternoon,North,Snowy,20,13,3,0,1,3,0,1/10/2024,20:05
moderate,Yellow,evening,North,Snowy,16,11,4,0,0,1,0,1/10/2024,23:00
light,Green,afternoon,North,Snowy,9,6,2,0,0,0,1,12/10/2024,5:50
moderate,Yellow,afternoon,East,Snowy,13,13,0,0,0,0,0,8/10/2024,23:20
heavy,Red,afternoon,North,Snowy,21,15,4,0,0,2,0,1/10/2024,7:00
light,Green,evening,North,Snowy,7,6,0,0,0,1,0,17-10-2024,9:05
moderate,Yellow,evening,South,Foggy,10,9,0,1,0,0,0,11/10/2024,12:20
light,Green,morning,South,Snowy,8,8,0,0,0,0,0,13-10-2024,1:45
moderate,Yellow,night,West,Rainy,16,10,0,0,2,3,0,30-09-2024,6:05
light,Green,afternoon,East,Rainy,6,5,0,1,0,0,0,3/10/2024,1:30
heavy,Red,morning,East,Foggy,21,18,1,1,0,1,0,13-10-2024,11:10
light,Green,afternoon,South,Clear,2,2,0,0,0,0,0,3/10/2024,22:35
heavy,Red,morning,North,Snowy,21,18,1,1,0,1,0,13-10-2024,10:35
moderate,Yellow,night,West,Foggy,12,11,0,1,0,0,0,8/10/2024,11:20
light,Green,night,East,Foggy,8,6,1,0,0,1,0,17-10-2024,3:15
heavy,Red,afternoon,West,Rainy,21,15,3,1,0,2,0,1/10/2024,9:40
light,Green,night,South,Snowy,7,7,0,0,0,0,0,18-10-2024,16:20
